data,tipo,categoria,valor,cliente_projeto,fonte,gestao
2021-05-03,ENTRADA,rendimento automático,5.41,,20_21.xlsx,20_21
2021-05-04,ENTRADA,rendimento automático,1.13,,20_21.xlsx,20_21
2021-05-05,ENTRADA,rendimento automático,8.56,,20_21.xlsx,20_21
2021-05-06,ENTRADA,rendimento automático,20.56,,20_21.xlsx,20_21
2021-05-11,ENTRADA,rendimento automático,1.79,,20_21.xlsx,20_21
2021-05-12,ENTRADA,rendimento automático,22.21,,20_21.xlsx,20_21
2021-05-14,ENTRADA,rendimento automático,6.54,,20_21.xlsx,20_21
2021-05-17,ENTRADA,rendimento automático,1.58,,20_21.xlsx,20_21
2021-05-18,ENTRADA,rendimento automático,9.11,,20_21.xlsx,20_21
2021-06-01,ENTRADA,projeto,300.0,Cliente 026,20_21.xlsx,20_21
2021-06-02,ENTRADA,rendimento automático,1.0,,20_21.xlsx,20_21
2021-06-11,ENTRADA,rendimento automático,1.77,,20_21.xlsx,20_21
2021-06-15,ENTRADA,projeto,1081.87,Cliente 014,20_21.xlsx,20_21
2021-06-16,ENTRADA,projeto,200.0,Cliente 094,20_21.xlsx,20_21
2021-06-18,ENTRADA,projeto,70.0,Cliente 096,20_21.xlsx,20_21
2021-06-24,ENTRADA,projeto,2571.45,Cliente 020,20_21.xlsx,20_21
2021-06-24,ENTRADA,projeto,1104.95,Cliente 003,20_21.xlsx,20_21
2021-06-26,ENTRADA,projeto,345.0,Cliente 069,20_21.xlsx,20_21
2021-07-02,ENTRADA,rendimento automático,1.11,,20_21.xlsx,20_21
2021-07-02,ENTRADA,projeto,400.0,Cliente 064,20_21.xlsx,20_21
2021-07-06,ENTRADA,projeto,315.49,Cliente 089,20_21.xlsx,20_21
2021-07-07,ENTRADA,projeto,500.0,Cliente 082,20_21.xlsx,20_21
2021-07-09,ENTRADA,projeto,1138.84,Cliente 014,20_21.xlsx,20_21
2021-07-13,ENTRADA,rendimento automático,1.97,,20_21.xlsx,20_21
2021-07-17,ENTRADA,projeto,1050.0,Cliente 003,20_21.xlsx,20_21
2021-07-17,ENTRADA,projeto,2350.0,Cliente 018,20_21.xlsx,20_21
2021-07-20,ENTRADA,projeto,2350.0,Cliente 018,20_21.xlsx,20_21
2021-07-20,ENTRADA,projeto,524.7,,20_21.xlsx,20_21
2021-07-31,ENTRADA,projeto,300.0,Cliente 026,20_21.xlsx,20_21
2021-08-03,ENTRADA,rendimento automático,1.34,,20_21.xlsx,20_21
2021-08-05,ENTRADA,projeto,450.0,Cliente 085,20_21.xlsx,20_21
2021-08-10,ENTRADA,projeto,1137.4,Cliente 014,20_21.xlsx,20_21
2021-08-10,ENTRADA,projeto,400.0,Cliente 064,20_21.xlsx,20_21
2021-08-13,ENTRADA,projeto,4902.0,Cliente 015,20_21.xlsx,20_21
2021-08-17,ENTRADA,projeto,345.0,Cliente 069,20_21.xlsx,20_21
2021-08-26,ENTRADA,projeto,500.0,Cliente 080,20_21.xlsx,20_21
2021-09-07,ENTRADA,projeto,315.69,Cliente 026,20_21.xlsx,20_21
2021-10-02,ENTRADA,projeto,300.0,Cliente 092,20_21.xlsx,20_21
2021-10-04,ENTRADA,rendimento automático,1.65,,20_21.xlsx,20_21
2021-10-08,ENTRADA,projeto,315.69,Cliente 026,20_21.xlsx,20_21
2021-10-13,ENTRADA,rendimento automático,2.69,,20_21.xlsx,20_21
2021-10-15,ENTRADA,projeto,664.05,Cliente 070,20_21.xlsx,20_21
2021-10-20,ENTRADA,projeto,300.0,Cliente 067,20_21.xlsx,20_21
2021-11-03,ENTRADA,rendimento automático,1.83,,20_21.xlsx,20_21
2021-11-06,ENTRADA,projeto,420.0,Cliente 086,20_21.xlsx,20_21
2021-11-09,ENTRADA,projeto,4786.35,Cliente 017,20_21.xlsx,20_21
2021-11-11,ENTRADA,rendimento automático,2.97,,20_21.xlsx,20_21
2021-11-11,ENTRADA,projeto,200.0,Cliente 067,20_21.xlsx,20_21
2021-12-02,ENTRADA,rendimento automático,2.03,,20_21.xlsx,20_21
2021-12-13,ENTRADA,rendimento automático,3.33,,20_21.xlsx,20_21
2021-12-21,ENTRADA,projeto,200.0,Cliente 067,20_21.xlsx,20_21
2021-01-21,SAÍDA,projeto,349.28,,20_21.xlsx,20_21
2021-02-02,SAÍDA,taxa do banco,2.39,Cliente 026,20_21.xlsx,20_21
2021-02-02,SAÍDA,taxa do banco,69.0,,20_21.xlsx,20_21
2021-02-06,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-02-08,SAÍDA,mudança de diretoria,272.46,,20_21.xlsx,20_21
2021-02-11,SAÍDA,taxa do banco,118.0,,20_21.xlsx,20_21
2021-02-18,SAÍDA,projeto,68.9,,20_21.xlsx,20_21
2021-02-18,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-02-28,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-03-02,SAÍDA,membro,180.0,,20_21.xlsx,20_21
2021-03-02,SAÍDA,taxa do banco,69.0,,20_21.xlsx,20_21
2021-03-04,SAÍDA,contador,1045.0,,20_21.xlsx,20_21
2021-03-11,SAÍDA,taxa do banco,118.0,,20_21.xlsx,20_21
2021-03-16,SAÍDA,capacitação,22.9,,20_21.xlsx,20_21
2021-03-16,SAÍDA,capacitação,34.89,,20_21.xlsx,20_21
2021-03-29,SAÍDA,trimestralidade,171.5,,20_21.xlsx,20_21
2021-03-30,SAÍDA,capacitação,164.45,,20_21.xlsx,20_21
2021-03-30,SAÍDA,capacitação,22.9,,20_21.xlsx,20_21
2021-03-31,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-04-06,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-04-05,SAÍDA,contador,522.5,,20_21.xlsx,20_21
2021-04-05,SAÍDA,taxa do banco,69.0,,20_21.xlsx,20_21
2021-04-12,SAÍDA,jurídico,235.0,,20_21.xlsx,20_21
2021-04-13,SAÍDA,taxa do banco,118.0,,20_21.xlsx,20_21
2021-04-20,SAÍDA,capacitação,149.41,,20_21.xlsx,20_21
2021-04-27,SAÍDA,imposto,162.5,,20_21.xlsx,20_21
2021-04-27,SAÍDA,custo de projeto,327.5,Cliente 014,20_21.xlsx,20_21
2021-04-29,SAÍDA,mudança de diretoria,146.74,,20_21.xlsx,20_21
2021-04-29,SAÍDA,capacitação,79.81,,20_21.xlsx,20_21
2021-05-05,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-05-04,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-05-03,SAÍDA,custo de projeto,332.18,,20_21.xlsx,20_21
2021-05-04,SAÍDA,taxa do banco,69.0,,20_21.xlsx,20_21
2021-05-05,SAÍDA,contador,522.5,,20_21.xlsx,20_21
2021-05-06,SAÍDA,imersão,1290.0,,20_21.xlsx,20_21
2021-05-11,SAÍDA,taxa do banco,118.0,,20_21.xlsx,20_21
2021-05-12,SAÍDA,imersão,1494.0,,20_21.xlsx,20_21
2021-05-14,SAÍDA,evento mej,476.0,,20_21.xlsx,20_21
2021-05-17,SAÍDA,imersão,114.3,,20_21.xlsx,20_21
2021-05-18,SAÍDA,imersão,657.5,,20_21.xlsx,20_21
2021-05-26,SAÍDA,imersão,41.6,,20_21.xlsx,20_21
2021-05-26,SAÍDA,custo de projeto,35.0,,20_21.xlsx,20_21
2021-05-26,SAÍDA,imersão,57.35,,20_21.xlsx,20_21
2021-05-26,SAÍDA,imersão,75.09,,20_21.xlsx,20_21
2021-05-26,SAÍDA,capacitação,30.0,,20_21.xlsx,20_21
2021-05-27,SAÍDA,imersão,121.92,,20_21.xlsx,20_21
2021-05-27,SAÍDA,imersão,110.42,,20_21.xlsx,20_21
2021-05-28,SAÍDA,imersão,108.67,,20_21.xlsx,20_21
2021-05-28,SAÍDA,jurídico,132.75,,20_21.xlsx,20_21
2021-05-28,SAÍDA,custo de projeto,37.03,,20_21.xlsx,20_21
2021-05-28,SAÍDA,capacitação,30.0,,20_21.xlsx,20_21
2021-05-28,SAÍDA,imersão,30.0,,20_21.xlsx,20_21
2021-05-28,SAÍDA,membro,34.0,,20_21.xlsx,20_21
2021-05-31,SAÍDA,imersão,10.0,,20_21.xlsx,20_21
2021-05-31,SAÍDA,imersão,50.0,,20_21.xlsx,20_21
2021-05-31,SAÍDA,capacitação,22.9,,20_21.xlsx,20_21
2021-06-01,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-06-02,SAÍDA,capacitação,299.99,,20_21.xlsx,20_21
2021-06-02,SAÍDA,taxa do banco,69.0,,20_21.xlsx,20_21
2021-06-10,SAÍDA,iss,176.8,Cliente 006,20_21.xlsx,20_21
2021-06-10,SAÍDA,taxa do banco,1.0,,20_21.xlsx,20_21
2021-06-11,SAÍDA,contador,522.5,,20_21.xlsx,20_21
2021-06-13,SAÍDA,custo de projeto,327.5,Cliente 014,20_21.xlsx,20_21
2021-06-11,SAÍDA,taxa do banco,118.0,,20_21.xlsx,20_21
2021-06-15,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-06-16,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-06-18,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-06-21,SAÍDA,jurídico,110.0,,20_21.xlsx,20_21
2021-06-24,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-06-26,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-07-01,SAÍDA,membro,47.5,,20_21.xlsx,20_21
2021-07-02,SAÍDA,taxa do banco,69.0,,20_21.xlsx,20_21
2021-07-02,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-07-02,SAÍDA,contador,522.5,,20_21.xlsx,20_21
2021-07-06,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-07-06,SAÍDA,trimestralidade,171.5,,20_21.xlsx,20_21
2021-07-09,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-07-10,SAÍDA,custo de projeto,62.48,,20_21.xlsx,20_21
2021-07-13,SAÍDA,taxa do banco,118.0,,20_21.xlsx,20_21
2021-07-17,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-07-17,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-07-19,SAÍDA,custo de projeto,207.0,Cliente 064,20_21.xlsx,20_21
2021-07-20,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-07-21,SAÍDA,custo de projeto,579.86,,20_21.xlsx,20_21
2021-07-31,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-08-02,SAÍDA,contador,522.5,,20_21.xlsx,20_21
2021-08-02,SAÍDA,membro,300.0,,20_21.xlsx,20_21
2021-08-02,SAÍDA,iss,42.0,Cliente 020,20_21.xlsx,20_21
2021-08-02,SAÍDA,taxa do banco,1.0,,20_21.xlsx,20_21
2021-08-03,SAÍDA,custo de projeto,235.09,,20_21.xlsx,20_21
2021-08-03,SAÍDA,taxa do banco,75.0,,20_21.xlsx,20_21
2021-08-05,SAÍDA,membro,300.0,,20_21.xlsx,20_21
2021-08-08,SAÍDA,sede,75.78,,20_21.xlsx,20_21
2021-08-09,SAÍDA,custo de projeto,124.69,,20_21.xlsx,20_21
2021-08-10,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-08-10,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-08-12,SAÍDA,custo de projeto,671.9,,20_21.xlsx,20_21
2021-08-13,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-08-15,SAÍDA,sede,34.66,,20_21.xlsx,20_21
2021-08-17,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-08-17,SAÍDA,sede,250.0,,20_21.xlsx,20_21
2021-08-20,SAÍDA,custo de projeto,85.0,,20_21.xlsx,20_21
2021-08-23,SAÍDA,custo de projeto,68.99,,20_21.xlsx,20_21
2021-08-23,SAÍDA,custo de projeto,68.92,,20_21.xlsx,20_21
2021-08-26,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-08-27,SAÍDA,membro,265.0,,20_21.xlsx,20_21
2021-08-30,SAÍDA,sede,498.64,,20_21.xlsx,20_21
2021-08-30,SAÍDA,membro,37.46,,20_21.xlsx,20_21
2021-08-30,SAÍDA,custo de projeto,101.94,,20_21.xlsx,20_21
2021-08-30,SAÍDA,custo de projeto,65.93,,20_21.xlsx,20_21
2021-09-03,SAÍDA,contador,522.5,,20_21.xlsx,20_21
2021-09-07,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-09-13,SAÍDA,custo de projeto,85.0,,20_21.xlsx,20_21
2021-09-15,SAÍDA,custo de projeto,72.81,,20_21.xlsx,20_21
2021-09-24,SAÍDA,membro,300.0,,20_21.xlsx,20_21
2021-09-24,SAÍDA,custo de projeto,85.0,,20_21.xlsx,20_21
2021-09-27,SAÍDA,jurídico,50.0,,20_21.xlsx,20_21
2021-10-02,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-10-04,SAÍDA,contador,522.5,,20_21.xlsx,20_21
2021-10-04,SAÍDA,taxa do banco,1.0,,20_21.xlsx,20_21
2021-10-04,SAÍDA,taxa do banco,75.0,,20_21.xlsx,20_21
2021-10-04,SAÍDA,trimestralidade,171.5,,20_21.xlsx,20_21
2021-10-04,SAÍDA,imposto,116.64,,20_21.xlsx,20_21
2021-10-05,SAÍDA,sede,29.69,,20_21.xlsx,20_21
2021-10-07,SAÍDA,membro,300.0,,20_21.xlsx,20_21
2021-10-08,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-10-11,SAÍDA,custo de projeto,94.0,,20_21.xlsx,20_21
2021-10-13,SAÍDA,taxa do banco,118.0,,20_21.xlsx,20_21
2021-10-14,SAÍDA,membro,250.0,,20_21.xlsx,20_21
2021-10-15,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-10-15,SAÍDA,custo de projeto,264.05,Cliente 070,20_21.xlsx,20_21
2021-10-18,SAÍDA,imersão,3600.0,,20_21.xlsx,20_21
2021-10-18,SAÍDA,imersão,2500.0,,20_21.xlsx,20_21
2021-10-18,SAÍDA,imersão,2400.0,,20_21.xlsx,20_21
2021-10-18,SAÍDA,membro,75.0,,20_21.xlsx,20_21
2021-10-20,SAÍDA,imersão,500.0,,20_21.xlsx,20_21
2021-10-20,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-10-21,SAÍDA,imersão,500.0,,20_21.xlsx,20_21
2021-10-21,SAÍDA,imersão,700.0,,20_21.xlsx,20_21
2021-11-03,SAÍDA,imersão,180.0,,20_21.xlsx,20_21
2021-11-03,SAÍDA,taxa do banco,1.0,,20_21.xlsx,20_21
2021-11-03,SAÍDA,taxa do banco,75.0,,20_21.xlsx,20_21
2021-11-04,SAÍDA,contador,522.5,,20_21.xlsx,20_21
2021-11-04,SAÍDA,iss,102.0,,20_21.xlsx,20_21
2021-11-06,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-11-09,SAÍDA,taxa do banco,118.0,,20_21.xlsx,20_21
2021-11-11,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2021-11-12,SAÍDA,custo de projeto,150.0,,20_21.xlsx,20_21
2021-11-22,SAÍDA,sede,29.69,,20_21.xlsx,20_21
2021-11-26,SAÍDA,membro,300.0,,20_21.xlsx,20_21
2021-12-01,SAÍDA,custo de projeto,233.94,,20_21.xlsx,20_21
2021-12-02,SAÍDA,taxa do banco,75.0,,20_21.xlsx,20_21
2021-12-03,SAÍDA,membro,100.0,,20_21.xlsx,20_21
2021-12-03,SAÍDA,contador,1045.0,,20_21.xlsx,20_21
2021-12-10,SAÍDA,sede,138.9,,20_21.xlsx,20_21
2021-12-13,SAÍDA,taxa do banco,118.0,,20_21.xlsx,20_21
2021-12-17,SAÍDA,membro,330.19,,20_21.xlsx,20_21
2021-12-17,SAÍDA,trimestralidade,171.5,,20_21.xlsx,20_21
2021-12-21,SAÍDA,sede,29.69,,20_21.xlsx,20_21
2021-12-21,SAÍDA,taxa do banco,2.39,,20_21.xlsx,20_21
2022-01-29,ENTRADA,projeto,4000.0,Cliente 019,22.xlsx,22
2022-05-04,ENTRADA,projeto,1200.0,Cliente 050,22.xlsx,22
2022-08-10,ENTRADA,projeto,2820.0,Cliente 024,22.xlsx,22
2022-10-05,ENTRADA,projeto,6500.0,Cliente 012,22.xlsx,22
2022-01-18,SAÍDA,servidor,35.85,,22.xlsx,22
2022-01-28,SAÍDA,projeto,1000.0,,22.xlsx,22
2022-01-29,SAÍDA,taxa do banco,2.39,,22.xlsx,22
2022-01-31,SAÍDA,contador,230.0,,22.xlsx,22
2022-02-07,SAÍDA,imersão,299.81,,22.xlsx,22
2022-02-07,SAÍDA,projeto,100.0,,22.xlsx,22
2022-02-15,SAÍDA,capacitação,300.0,,22.xlsx,22
2022-02-16,SAÍDA,servidor,35.85,,22.xlsx,22
2022-02-21,SAÍDA,contador,522.5,,22.xlsx,22
2022-02-21,SAÍDA,membro,97.94,,22.xlsx,22
2022-03-01,SAÍDA,projeto,500.0,,22.xlsx,22
2022-03-06,SAÍDA,membro,101.6,,22.xlsx,22
2022-03-07,SAÍDA,membro,122.7,,22.xlsx,22
2022-03-15,SAÍDA,evento mej,82.5,,22.xlsx,22
2022-03-15,SAÍDA,servidor,35.85,,22.xlsx,22
2022-03-15,SAÍDA,imposto,86.4,,22.xlsx,22
2022-03-17,SAÍDA,contador,230.0,,22.xlsx,22
2022-03-20,SAÍDA,evento mej,60.0,,22.xlsx,22
2022-03-26,SAÍDA,jurídico,7.2,,22.xlsx,22
2022-03-26,SAÍDA,projeto,89.98,,22.xlsx,22
2022-03-26,SAÍDA,projeto,287.28,,22.xlsx,22
2022-03-26,SAÍDA,projeto,435.97,,22.xlsx,22
2022-03-28,SAÍDA,membro,90.0,,22.xlsx,22
2022-04-02,SAÍDA,projeto,79.6,,22.xlsx,22
2022-04-02,SAÍDA,projeto,420.4,,22.xlsx,22
2022-04-11,SAÍDA,contador,230.0,,22.xlsx,22
2022-04-18,SAÍDA,servidor,35.85,,22.xlsx,22
2022-05-10,SAÍDA,sede,29.79,,22.xlsx,22
2022-05-10,SAÍDA,membro,34.9,,22.xlsx,22
2022-05-13,SAÍDA,servidor,35.85,,22.xlsx,22
2022-05-19,SAÍDA,imersão,477.0,,22.xlsx,22
2022-05-19,SAÍDA,contador,230.0,,22.xlsx,22
2022-05-24,SAÍDA,imersão,530.0,,22.xlsx,22
2022-05-28,SAÍDA,imersão,1528.8,,22.xlsx,22
2022-05-30,SAÍDA,imersão,2700.0,,22.xlsx,22
2022-05-31,SAÍDA,sede,61.4,,22.xlsx,22
2022-05-31,SAÍDA,sede,18.88,,22.xlsx,22
2022-06-03,SAÍDA,imersão,1691.64,,22.xlsx,22
2022-06-05,SAÍDA,imersão,1528.8,,22.xlsx,22
2022-07-08,SAÍDA,custo de projeto,750.0,,22.xlsx,22
2022-07-08,SAÍDA,contador,230.0,,22.xlsx,22
2022-07-13,SAÍDA,servidor,35.85,,22.xlsx,22
2022-08-03,SAÍDA,custo de projeto,760.15,,22.xlsx,22
2022-08-11,SAÍDA,custo de projeto,1333.33,,22.xlsx,22
2022-08-12,SAÍDA,membro,214.6,,22.xlsx,22
2022-08-12,SAÍDA,membro,211.6,,22.xlsx,22
2022-08-12,SAÍDA,membro,105.0,,22.xlsx,22
2022-08-12,SAÍDA,custo de projeto,33.5,,22.xlsx,22
2022-08-12,SAÍDA,contador,230.0,,22.xlsx,22
2022-08-16,SAÍDA,trimestralidade,700.0,,22.xlsx,22
2022-08-17,SAÍDA,servidor,35.85,,22.xlsx,22
2022-08-17,SAÍDA,servidor,64.99,,22.xlsx,22
2022-09-01,SAÍDA,custo de projeto,750.0,,22.xlsx,22
2022-09-09,SAÍDA,membro,357.5,,22.xlsx,22
2022-09-10,SAÍDA,custo de projeto,1333.33,,22.xlsx,22
2022-09-14,SAÍDA,membro,357.5,,22.xlsx,22
2022-09-15,SAÍDA,membro,750.0,,22.xlsx,22
2022-09-18,SAÍDA,membro,2050.0,,22.xlsx,22
2022-09-19,SAÍDA,servidor,35.85,,22.xlsx,22
2022-09-20,SAÍDA,contador,230.0,,22.xlsx,22
2022-09-23,SAÍDA,membro,2880.0,,22.xlsx,22
2022-09-26,SAÍDA,membro,120.0,,22.xlsx,22
2022-09-26,SAÍDA,membro,2050.0,,22.xlsx,22
2022-09-26,SAÍDA,membro,750.0,,22.xlsx,22
2022-10-04,SAÍDA,custo de projeto,750.0,,22.xlsx,22
2022-10-06,SAÍDA,custo de projeto,585.69,,22.xlsx,22
2022-10-11,SAÍDA,servidor,35.85,,22.xlsx,22
2022-10-11,SAÍDA,membro,22.9,,22.xlsx,22
2022-10-17,SAÍDA,trimestralidade,350.0,,22.xlsx,22
2022-10-18,SAÍDA,custo de projeto,1333.33,,22.xlsx,22
2022-10-18,SAÍDA,imersão,2750.0,,22.xlsx,22
2022-10-19,SAÍDA,imersão,1300.0,,22.xlsx,22
2022-10-20,SAÍDA,marketing,890.0,,22.xlsx,22
2022-10-20,SAÍDA,membro,27.9,,22.xlsx,22
2022-10-20,SAÍDA,imersão,175.2,,22.xlsx,22
2022-10-20,SAÍDA,imersão,164.44,,22.xlsx,22
2022-10-21,SAÍDA,imersão,1643.06,,22.xlsx,22
2022-10-21,SAÍDA,imersão,2750.0,,22.xlsx,22
2022-10-24,SAÍDA,imersão,1477.0,,22.xlsx,22
2022-11-14,SAÍDA,servidor,35.85,,22.xlsx,22
2022-11-22,SAÍDA,contador,230.0,,22.xlsx,22
2022-11-29,SAÍDA,membro,890.0,,22.xlsx,22
2022-12-05,SAÍDA,imposto,158.4,,22.xlsx,22
2022-12-12,SAÍDA,servidor,35.85,,22.xlsx,22
2022-12-12,SAÍDA,contador,230.0,,22.xlsx,22
2022-12-22,SAÍDA,contador,230.0,,22.xlsx,22
2023-01-30,ENTRADA,projeto,2697.5,Cliente 027,23.xlsx,23
2023-01-25,ENTRADA,rendimento automático,55.34,,23.xlsx,23
2023-02-01,ENTRADA,projeto,7920.06,Cliente 007,23.xlsx,23
2023-02-02,ENTRADA,rendimento automático,5.55,,23.xlsx,23
2023-02-06,ENTRADA,projeto,215.0,Cliente 025,23.xlsx,23
2023-02-08,ENTRADA,rendimento automático,63.26,,23.xlsx,23
2023-02-09,ENTRADA,projeto,215.0,Cliente 025,23.xlsx,23
2023-02-10,ENTRADA,projeto,215.0,Cliente 025,23.xlsx,23
2023-02-13,ENTRADA,rendimento automático,8.34,,23.xlsx,23
2023-02-14,ENTRADA,rendimento automático,2.03,,23.xlsx,23
2023-02-28,ENTRADA,projeto,215.0,Cliente 025,23.xlsx,23
2023-03-06,ENTRADA,projeto,215.0,Cliente 025,23.xlsx,23
2023-03-06,ENTRADA,projeto,430.0,Cliente 025,23.xlsx,23
2023-03-01,ENTRADA,rendimento automático,3.43,,23.xlsx,23
2023-03-02,ENTRADA,rendimento automático,1.08,,23.xlsx,23
2023-03-14,ENTRADA,rendimento automático,4.87,,23.xlsx,23
2023-03-15,ENTRADA,projeto,570.0,Cliente 075,23.xlsx,23
2023-03-16,ENTRADA,rendimento automático,5.75,,23.xlsx,23
2023-03-22,ENTRADA,projeto,400.0,Cliente 068,23.xlsx,23
2023-03-22,ENTRADA,projeto,1250.0,Cliente 029,23.xlsx,23
2023-03-30,ENTRADA,rendimento automático,1.98,,23.xlsx,23
2023-04-04,ENTRADA,rendimento automático,1.29,,23.xlsx,23
2023-04-05,ENTRADA,rendimento automático,1.73,,23.xlsx,23
2023-04-06,ENTRADA,rendimento automático,25.29,,23.xlsx,23
2023-04-10,ENTRADA,rendimento automático,0.59,,23.xlsx,23
2023-04-11,ENTRADA,rendimento automático,1.83,,23.xlsx,23
2023-04-12,ENTRADA,projeto,430.0,Cliente 025,23.xlsx,23
2023-04-13,ENTRADA,projeto,215.0,Cliente 025,23.xlsx,23
2023-04-18,ENTRADA,projeto,300.0,Cliente 068,23.xlsx,23
2023-04-27,ENTRADA,projeto,1250.0,Cliente 029,23.xlsx,23
2023-04-27,ENTRADA,projeto,1690.0,Cliente 002,23.xlsx,23
2023-05-02,ENTRADA,rendimento automático,27.39,,23.xlsx,23
2023-05-02,ENTRADA,projeto,996.45,Cliente 056,23.xlsx,23
2023-05-03,ENTRADA,rendimento automático,2.23,,23.xlsx,23
2023-05-03,ENTRADA,projeto,215.0,Cliente 025,23.xlsx,23
2023-05-04,ENTRADA,rendimento automático,27.12,,23.xlsx,23
2023-05-04,ENTRADA,membro,458.0,,23.xlsx,23
2023-05-05,ENTRADA,projeto,300.0,Cliente 090,23.xlsx,23
2023-05-09,ENTRADA,rendimento automático,5.2,,23.xlsx,23
2023-05-10,ENTRADA,projeto,215.0,Cliente 025,23.xlsx,23
2023-05-11,ENTRADA,rendimento automático,1.64,,23.xlsx,23
2023-05-12,ENTRADA,rendimento automático,0.21,,23.xlsx,23
2023-05-13,ENTRADA,rendimento automático,0.56,,23.xlsx,23
2023-05-19,ENTRADA,rendimento automático,1.03,,23.xlsx,23
2023-05-23,ENTRADA,rendimento automático,1.8,,23.xlsx,23
2023-06-02,ENTRADA,rendimento automático,1.14,,23.xlsx,23
2023-06-07,ENTRADA,rendimento automático,4.21,,23.xlsx,23
2023-06-12,ENTRADA,rendimento automático,8.1,,23.xlsx,23
2023-06-13,ENTRADA,projeto,1690.0,Cliente 002,23.xlsx,23
2023-06-13,ENTRADA,rendimento automático,4.86,,23.xlsx,23
2023-06-15,ENTRADA,projeto,595.0,Cliente 051,23.xlsx,23
2023-06-20,ENTRADA,projeto,1500.0,Cliente 022,23.xlsx,23
2023-06-21,ENTRADA,rendimento automático,0.9,,23.xlsx,23
2023-07-03,ENTRADA,rendimento automático,18.26,,23.xlsx,23
2023-07-10,ENTRADA,rendimento automático,42.79,,23.xlsx,23
2023-07-11,ENTRADA,rendimento automático,1.5,,23.xlsx,23
2023-07-13,ENTRADA,projeto,2210.0,Cliente 002,23.xlsx,23
2023-07-19,ENTRADA,projeto,1500.0,Cliente 022,23.xlsx,23
2023-08-02,ENTRADA,rendimento automático,1.32,,23.xlsx,23
2023-08-03,ENTRADA,projeto,575.0,Cliente 051,23.xlsx,23
2023-08-04,ENTRADA,rendimento automático,3.48,,23.xlsx,23
2023-08-11,ENTRADA,rendimento automático,1.87,,23.xlsx,23
2023-08-23,ENTRADA,projeto,2210.0,Cliente 002,23.xlsx,23
2023-08-25,ENTRADA,projeto,1920.0,Cliente 009,23.xlsx,23
2023-08-28,ENTRADA,projeto,536.0,Cliente 032,23.xlsx,23
2023-08-31,ENTRADA,projeto,215.0,Cliente 025,23.xlsx,23
2023-09-11,ENTRADA,rendimento automático,1.09,,23.xlsx,23
2023-09-20,ENTRADA,projeto,1740.0,Cliente 002,23.xlsx,23
2023-09-22,ENTRADA,projeto,841.0,Cliente 032,23.xlsx,23
2023-10-02,ENTRADA,projeto,1920.0,Cliente 009,23.xlsx,23
2023-10-03,ENTRADA,rendimento automático,1.72,,23.xlsx,23
2023-10-04,ENTRADA,imersão,38.81,,23.xlsx,23
2023-10-05,ENTRADA,projeto,780.0,Cliente 031,23.xlsx,23
2023-10-11,ENTRADA,rendimento automático,2.42,,23.xlsx,23
2023-10-17,ENTRADA,projeto,1730.0,Cliente 002,23.xlsx,23
2023-10-23,ENTRADA,projeto,841.0,Cliente 032,23.xlsx,23
2023-10-30,ENTRADA,projeto,950.0,Cliente 059,23.xlsx,23
2023-10-31,ENTRADA,projeto,1920.0,Cliente 009,23.xlsx,23
2023-11-06,ENTRADA,projeto,780.0,Cliente 031,23.xlsx,23
